代號,名稱,日期,到期月,開盤價,最高價,最低價,收盤價,每日結算價,報酬率,成交張數(量),未平倉合約數,期貨理論價,理論價差比,基差,標的證券價格,剩餘天數,年股利率-估,無風險利率,最後交易日,最後揭示買價,最後揭示賣價,標的證券ROI%,標的證券,成交量(合計),未沖銷契約數(合計)
TX202006,台指 2020/06,2020/01/14,2020/06,12078,12097,12054,12082,12082,0.4657,168,"1,072",,,97.81,12179.81,156,0,1.045,2020/06/17,12081,12085,0.5466,Y9999   加權指數,"142,717","106,143"
TX202006,台指 2020/06,2020/01/15,2020/06,12066,12070,11981,11985,11985,-0.8028,52,"1,067",,,106.88,12091.88,155,0,1.045,2020/06/17,11985,11989,-0.7246,Y9999   加權指數,"155,807","107,995"
TX202006,台指 2020/06,2020/01/16,2020/06,11972,12005,11940,11981,11986,0.0083,110,"1,073",,,80.93,12066.93,154,0,1.045,2020/06/17,11985,11988,-0.2065,Y9999   加權指數,"107,992","84,613"
TX202006,台指 2020/06,2020/01/17,2020/06,12032,12037,11965,11999,11999,0.1085,57,"1,069",,,91.29,12090.29,153,0,1.045,2020/06/17,11998,12001,0.1934,Y9999   加權指數,"102,446","83,785"
TX202006,台指 2020/06,2020/01/20,2020/06,12047,12081,12035,12035,12035,0.3,37,"1,074",,,83.71,12118.71,150,0,1.045,2020/06/17,12036,12042,0.2348,Y9999   加權指數,"78,769","83,748"
TX202006,台指 2020/06,2020/01/30,2020/06,11795,11795,11305,11305,11305,-6.0656,414,949,,,116.74,11421.74,140,0,1.045,2020/06/17,11301,11304,-5.9232,Y9999   加權指數,"253,630","93,726"
TX202006,台指 2020/06,2020/01/31,2020/06,11394,11490,11344,11386,11393,0.7784,332,"1,211",,,102.1,11495.1,139,0,1.045,2020/06/17,11391,11395,0.6402,Y9999   加權指數,"157,359","92,043"
TX202006,台指 2020/06,2020/02/03,2020/06,11213,11285,11089,11254,11254,-1.22,178,"1,310",,,100.92,11354.92,136,0,1.045,2020/06/17,11249,11253,-1.227,Y9999   加權指數,"209,764","93,820"
TX202006,台指 2020/06,2020/02/04,2020/06,11299,11474,11292,11466,11466,1.8838,194,"1,297",,,89.92,11555.92,135,0,1.045,2020/06/17,11452,11457,1.7547,Y9999   加權指數,"148,143","91,138"
TX202006,台指 2020/06,2020/02/05,2020/06,11515,11521,11400,11462,11462,-0.0349,168,"1,308",,,111.62,11573.62,134,0,1.045,2020/06/17,11458,11463,0.1531,Y9999   加權指數,"157,901","90,119"
TX202006,台指 2020/06,2020/02/06,2020/06,11578,11656,11556,11656,11656,1.6925,155,"1,305",,,93.68,11749.68,133,0,1.045,2020/06/17,11657,11660,1.5098,Y9999   加權指數,"125,595","92,059"
TX202006,台指 2020/06,2020/02/07,2020/06,11570,11580,11490,11509,11509,-1.2612,125,"1,318",,,103.81,11612.81,132,0,1.045,2020/06/17,11512,11516,-1.1717,Y9999   加權指數,"128,297","88,080"
TX202006,台指 2020/06,2020/02/10,2020/06,11381,11514,11328,11491,11491,-0.1564,121,"1,358",,,83.07,11574.07,129,0,1.045,2020/06/17,11482,11486,-0.3342,Y9999   加權指數,"151,352","89,611"
TX202006,台指 2020/06,2020/02/11,2020/06,11550,11600,11537,11580,11580,0.7745,93,"1,352",,,84.04,11664.04,128,0,1.045,2020/06/17,11579,11583,0.7743,Y9999   加權指數,"95,513","88,994"
TX202006,台指 2020/06,2020/02/12,2020/06,11577,11700,11571,11679,11679,0.8549,110,"1,387",,,95.19,11774.19,127,0,1.045,2020/06/17,11679,11682,0.9399,Y9999   加權指數,"109,782","93,628"
TX202006,台指 2020/06,2020/02/13,2020/06,11690,11743,11679,11689,11689,0.0856,65,"1,404",,,102.78,11791.78,126,0,1.045,2020/06/17,11686,11689,0.1493,Y9999   加權指數,"116,395","94,454"
TX202006,台指 2020/06,2020/02/14,2020/06,11680,11755,11675,11718,11718,0.2481,67,"1,447",,,97.7,11815.7,125,0,1.045,2020/06/17,11718,11721,0.2026,Y9999   加權指數,"114,380","96,814"
TX202006,台指 2020/06,2020/02/17,2020/06,11614,11698,11614,11680,11680,-0.3243,81,"1,494",,,83.51,11763.51,122,0,1.045,2020/06/17,11679,11682,-0.4427,Y9999   加權指數,"140,064","102,189"
TX202006,台指 2020/06,2020/02/18,2020/06,11627,11627,11545,11562,11563,-1.0017,281,"1,614",,,85.98,11648.98,121,0,1.045,2020/06/17,11561,11567,-0.9784,Y9999   加權指數,"201,517","107,979"
TX202006,台指 2020/06,2020/02/19,2020/06,11593,11711,11570,11690,11690,1.0983,145,"1,630",,,68.84,11758.84,120,0,1.045,2020/06/17,11691,11693,0.9387,Y9999   加權指數,"154,757","104,603"
TX202006,台指 2020/06,2020/02/20,2020/06,11750,11755,11613,11644,11644,-0.3935,175,"1,656",,,81.09,11725.09,119,0,1.045,2020/06/17,11645,11648,-0.2874,Y9999   加權指數,"138,845","79,636"
TX202006,台指 2020/06,2020/02/21,2020/06,11601,11691,11570,11591,11591,-0.4552,139,"1,699",,,95.35,11686.35,118,0,1.045,2020/06/17,11594,11596,-0.3309,Y9999   加權指數,"141,002","80,362"
TX202006,台指 2020/06,2020/02/24,2020/06,11455,11512,11411,11437,11438,-1.32,275,"1,819",,,96.87,11534.87,115,0,1.045,2020/06/17,11436,11439,-1.3047,Y9999   加權指數,"138,300","84,621"
TX202006,台指 2020/06,2020/02/25,2020/06,11330,11486,11314,11471,11471,0.2885,213,"1,895",,,69.23,11540.23,114,0,1.045,2020/06/17,11466,11469,0.0465,Y9999   加權指數,"151,019","86,881"
TX202006,台指 2020/06,2020/02/26,2020/06,11320,11403,11295,11346,11346,-1.0897,390,"1,986",,,87.62,11433.62,113,0,1.045,2020/06/17,11342,11345,-0.9281,Y9999   加權指數,"165,242","87,051"
TX202006,台指 2020/06,2020/02/27,2020/06,11325,11365,11168,11211,11200,-1.2868,410,"2,214",,,92.17,11292.17,112,0,1.045,2020/06/17,11198,11202,-1.2449,Y9999   加權指數,"171,589","89,145"
TX202006,台指 2020/06,2020/03/02,2020/06,10978,11201,10950,11106,11108,-0.8214,511,"2,483",,,62.46,11170.46,108,0,1.045,2020/06/17,11102,11106,-1.0837,Y9999   加權指數,"207,569","93,632"
TX202006,台指 2020/06,2020/03/03,2020/06,11234,11300,11216,11245,11245,1.2333,255,"2,611",,,82.72,11327.72,107,0,1.045,2020/06/17,11250,11253,1.398,Y9999   加權指數,"168,186","89,976"
TX202006,台指 2020/06,2020/03/04,2020/06,11253,11293,11200,11288,11285,0.3557,246,"2,681",,,107.35,11392.35,106,0,1.045,2020/06/17,11286,11290,0.5689,Y9999   加權指數,"144,674","92,234"
TX202006,台指 2020/06,2020/03/05,2020/06,11377,11420,11353,11413,11413,1.1342,152,"2,751",,,101.82,11514.82,105,0,1.045,2020/06/17,11411,11416,1.0693,Y9999   加權指數,"115,589","98,911"
TX202006,台指 2020/06,2020/03/06,2020/06,11328,11340,11190,11192,11192,-1.9364,310,"2,879",,,129.81,11321.81,104,0,1.045,2020/06/17,11191,11196,-1.6904,Y9999   加權指數,"159,376","99,103"
TX202006,台指 2020/06,2020/03/09,2020/06,10904,11030,10841,10869,10869,-2.886,434,"3,156",,,108.64,10977.64,101,0,1.045,2020/06/17,10869,10872,-3.087,Y9999   加權指數,"219,147","101,098"
TX202006,台指 2020/06,2020/03/10,2020/06,10761,10909,10695,10896,10896,0.2484,454,"3,348",,,107.54,11003.54,100,0,1.045,2020/06/17,10894,10898,0.2357,Y9999   加權指數,"217,748","102,593"
TX202006,台指 2020/06,2020/03/11,2020/06,10892,10940,10718,10735,10734,-1.4868,230,"3,374",,,159.75,10893.75,99,0,1.045,2020/06/17,10727,10731,-1.0028,Y9999   加權指數,"190,960","105,218"
TX202006,台指 2020/06,2020/03/12,2020/06,10655,10660,10066,10254,10254,-4.4718,662,"3,572",,,168.32,10422.32,98,0,1.045,2020/06/17,10257,10260,-4.424,Y9999   加權指數,"345,479","115,205"
TX202006,台指 2020/06,2020/03/13,2020/06,9600,10013,9344,9924,9924,-3.2183,758,"3,735",,,204.87,10128.87,97,0,1.045,2020/06/17,9898,9909,-2.856,Y9999   加權指數,"370,673","128,623"
TX202006,台指 2020/06,2020/03/16,2020/06,9866,9919,9489,9507,9507,-4.2019,689,"4,085",,,210.77,9717.77,94,0,1.045,2020/06/17,9502,9509,-4.1434,Y9999   加權指數,"304,099","130,457"
TX202006,台指 2020/06,2020/03/17,2020/06,9200,9492,9100,9100,9100,-4.2811,376,"4,209",,,339.63,9439.63,93,0,1.045,2020/06/17,9098,9116,-2.9039,Y9999   加權指數,"325,896","135,236"
TX202006,台指 2020/06,2020/03/18,2020/06,9161,9178,8776,8776,8776,-3.5604,648,"4,265",,,442.67,9218.67,92,0,1.045,2020/06/17,8770,8774,-2.3686,Y9999   加權指數,"240,281","140,821"
TX202006,台指 2020/06,2020/03/19,2020/06,8676,8726,8150,8214,8214,-6.4038,838,"4,362",,,467.34,8681.34,91,0,1.045,2020/06/17,8211,8214,-6.0055,Y9999   加權指數,"310,611","112,399"
TX202006,台指 2020/06,2020/03/20,2020/06,8420,9030,8420,8925,8925,8.656,383,"4,435",,,309.09,9234.09,90,0,1.045,2020/06/17,8878,8930,6.1726,Y9999   加權指數,"268,236","106,305"
TX202006,台指 2020/06,2020/03/23,2020/06,8519,8733,8442,8570,8551,-4.1905,426,"4,534",,,339.03,8890.03,87,0,0.795,2020/06/17,8568,8574,-3.7972,Y9999   加權指數,"182,593","111,509"
TX202006,台指 2020/06,2020/03/24,2020/06,8890,9175,8876,9072,9072,6.0929,260,"4,539",,,213.62,9285.62,86,0,0.795,2020/06/17,9072,9074,4.3537,Y9999   加權指數,"181,268","104,155"
TX202006,台指 2020/06,2020/03/25,2020/06,9309,9504,9258,9448,9444,4.1005,645,"4,579",,,200.75,9644.75,85,0,0.795,2020/06/17,9438,9445,3.7947,Y9999   加權指數,"213,672","95,545"
TX202006,台指 2020/06,2020/03/26,2020/06,9516,9536,9290,9496,9495,0.54,"1,084","5,214",,,241.36,9736.36,84,0,0.795,2020/06/17,9493,9496,0.9454,Y9999   加權指數,"193,785","93,424"
TX202006,台指 2020/06,2020/03/27,2020/06,9750,9764,9425,9446,9446,-0.5161,221,"5,322",,,252.92,9698.92,83,0,0.795,2020/06/17,9444,9448,-0.3853,Y9999   加權指數,"189,359","93,769"
TX202006,台指 2020/06,2020/03/30,2020/06,9235,9431,9130,9431,9431,-0.1588,168,"5,402",,,198.43,9629.43,80,0,0.795,2020/06/17,9431,9438,-0.7191,Y9999   加權指數,"166,610","96,194"
TX202006,台指 2020/06,2020/03/31,2020/06,9525,9568,9360,9455,9455,0.2545,189,"5,488",,,253.06,9708.06,79,0,0.795,2020/06/17,9454,9459,0.8132,Y9999   加權指數,"144,147","97,720"
TX202006,台指 2020/06,2020/04/01,2020/06,9452,9508,9415,9419,9419,-0.3808,106,"5,547",,,244.63,9663.63,78,0,0.795,2020/06/17,9411,9414,-0.4587,Y9999   加權指數,"117,698","97,647"
TX202006,台指 2020/06,2020/04/06,2020/06,9588,9700,9467,9700,9700,2.9833,261,"5,700",,,118.74,9818.74,73,0,0.795,2020/06/17,9701,9704,1.5923,Y9999   加權指數,"148,903","97,423"
TX202006,台指 2020/06,2020/04/07,2020/06,9842,9901,9768,9880,9880,1.8557,235,"5,722",,,116.39,9996.39,72,0,0.795,2020/06/17,9878,9883,1.7931,Y9999   加權指數,"139,841","97,083"
TX202006,台指 2020/06,2020/04/08,2020/06,9815,10021,9815,9998,10019,1.4069,353,"6,014",,,118.47,10137.47,71,0,0.795,2020/06/17,10017,10021,1.4014,Y9999   加權指數,"136,193","100,308"
TX202006,台指 2020/06,2020/04/09,2020/06,10020,10072,9910,9967,9966,-0.529,792,"6,496",,,153.43,10119.43,70,0,0.795,2020/06/17,9966,9969,-0.1781,Y9999   加權指數,"142,885","105,058"
TX202006,台指 2020/06,2020/04/10,2020/06,9915,9986,9900,9979,9979,0.1304,165,"6,615",,,178.61,10157.61,69,0,0.795,2020/06/17,9980,9987,0.3766,Y9999   加權指數,"79,736","107,666"
TX202006,台指 2020/06,2020/04/13,2020/06,9929,9982,9866,9866,9883,-0.962,"1,273","7,025",,,216.22,10099.22,66,0,0.795,2020/06/17,9865,9881,-0.5765,Y9999   加權指數,"157,766","105,566"
TX202006,台指 2020/06,2020/04/14,2020/06,9945,10204,9936,10193,10193,3.1367,698,"7,307",,,139.94,10332.94,65,0,0.795,2020/06/17,10191,10199,2.2879,Y9999   加權指數,"181,235","106,892"
TX202006,台指 2020/06,2020/04/15,2020/06,10217,10297,10182,10260,10260,0.6573,326,"7,288",,,187.21,10447.21,64,0,0.795,2020/06/17,10253,10256,1.0998,Y9999   加權指數,"121,760","102,944"
TX202006,台指 2020/06,2020/04/16,2020/06,10112,10270,10096,10233,10233,-0.2632,804,"7,668",,,142.48,10375.48,63,0,0.795,2020/06/17,10233,10235,-0.689,Y9999   加權指數,"118,818","85,143"
TX202006,台指 2020/06,2020/04/17,2020/06,10499,10600,10400,10499,10499,2.5994,"2,005","7,997",,,98.04,10597.04,62,0,0.795,2020/06/17,10500,10504,2.1129,Y9999   加權指數,"161,273","85,089"
TX202006,台指 2020/06,2020/04/20,2020/06,10457,10500,10400,10414,10414,-0.8096,818,"8,211",,,172.71,10586.71,59,0,0.795,2020/06/17,10414,10417,-0.0975,Y9999   加權指數,"96,625","87,046"
TX202006,台指 2020/06,2020/04/21,2020/06,10335,10401,10088,10132,10132,-2.7079,"1,793","8,762",,,156.42,10288.42,58,0,0.795,2020/06/17,10133,10137,-2.858,Y9999   加權指數,"187,575","95,604"
TX202006,台指 2020/06,2020/04/22,2020/06,10080,10158,10004,10158,10155,0.227,"1,184","8,922",,,152.74,10307.74,57,0,0.795,2020/06/17,10156,10158,0.1876,Y9999   加權指數,"141,718","93,400"
TX202006,台指 2020/06,2020/04/23,2020/06,10210,10330,10090,10224,10225,0.6893,"1,519","9,222",,,141.51,10366.51,56,0,0.795,2020/06/17,10224,10226,0.5685,Y9999   加權指數,"168,970","92,192"
TX202006,台指 2020/06,2020/04/24,2020/06,10151,10220,10144,10199,10197,-0.2738,966,"9,601",,,150.36,10347.36,55,0,0.795,2020/06/17,10197,10200,-0.1849,Y9999   加權指數,"105,641","92,492"
TX202006,台指 2020/06,2020/04/27,2020/06,10300,10503,10299,10486,10484,2.8146,924,"9,979",,,83.27,10567.27,52,0,0.795,2020/06/17,10482,10486,2.103,Y9999   加權指數,"124,439","96,620"
TX202006,台指 2020/06,2020/04/28,2020/06,10538,10540,10421,10520,10520,0.3434,859,"10,236",,,96.06,10616.06,51,0,0.795,2020/06/17,10520,10523,0.4606,Y9999   加權指數,"111,507","95,770"
TX202006,台指 2020/06,2020/04/29,2020/06,10593,10708,10573,10646,10646,1.1977,"1,419","10,545",,,126.22,10772.22,50,0,0.795,2020/06/17,10645,10649,1.4603,Y9999   加權指數,"116,130","97,567"
TX202006,台指 2020/06,2020/04/30,2020/06,10753,10905,10742,10880,10881,2.2074,"1,467","11,172",,,111.14,10992.14,49,0,0.795,2020/06/17,10878,10881,2.021,Y9999   加權指數,"117,247","96,490"
TX202006,台指 2020/06,2020/05/04,2020/06,10488,10630,10416,10551,10546,-3.0788,"1,432","11,791",,,174.48,10720.48,45,0,0.795,2020/06/17,10544,10550,-2.5025,Y9999   加權指數,"135,347","95,085"
TX202006,台指 2020/06,2020/05/05,2020/06,10646,10723,10590,10651,10646,0.9482,"1,707","12,110",,,128.61,10774.61,44,0,0.795,2020/06/17,10649,10654,0.5037,Y9999   加權指數,"113,019","95,439"
TX202006,台指 2020/06,2020/05/06,2020/06,10569,10693,10545,10665,10671,0.2348,"1,277","12,082",,,103.98,10774.98,43,0,0.795,2020/06/17,10670,10674,0.0034,Y9999   加權指數,"124,829","96,011"
TX202006,台指 2020/06,2020/05/07,2020/06,10652,10790,10638,10752,10750,0.7403,"2,061","12,310",,,92.92,10842.92,42,0,0.795,2020/06/17,10750,10753,0.6286,Y9999   加權指數,"119,234","98,378"
TX202006,台指 2020/06,2020/05/08,2020/06,10806,10870,10772,10809,10809,0.5488,"1,765","12,396",,,92.42,10901.42,41,0,0.795,2020/06/17,10808,10812,0.5381,Y9999   加權指數,"108,012","98,659"
TX202006,台指 2020/06,2020/05/11,2020/06,10899,10954,10860,10903,10903,0.8696,"2,722","13,516",,,110.26,11013.26,38,0,0.795,2020/06/17,10900,10905,1.0207,Y9999   加權指數,"96,408","100,073"
TX202006,台指 2020/06,2020/05/12,2020/06,10835,10853,10729,10789,10793,-1.0089,"2,676","14,768",,,86.47,10879.47,37,0,0.795,2020/06/17,10789,10793,-1.2222,Y9999   加權指數,"119,994","100,398"
TX202006,台指 2020/06,2020/05/13,2020/06,10696,10848,10696,10839,10838,0.4169,"3,493","15,821",,,100.27,10938.27,36,0,0.795,2020/06/17,10838,10840,0.539,Y9999   加權指數,"106,752","101,526"
TX202006,台指 2020/06,2020/05/14,2020/06,10751,10800,10664,10672,10673,-1.5224,"5,951","18,639",,,107.88,10780.88,35,0,0.795,2020/06/17,10674,10676,-1.4493,Y9999   加權指數,"134,755","103,241"
TX202006,台指 2020/06,2020/05/15,2020/06,10755,10793,10636,10751,10752,0.7402,"13,624","28,211",,,62.92,10814.92,34,0,0.795,2020/06/17,10750,10754,0.3152,Y9999   加權指數,"149,333","101,723"
TX202006,台指 2020/06,2020/05/18,2020/06,10711,10754,10659,10696,10696,-0.5208,"31,108","51,339",,,44.55,10740.55,31,0,0.795,2020/06/17,10694,10698,-0.69,Y9999   加權指數,"166,060","104,820"
TX202006,台指 2020/06,2020/05/19,2020/06,10869,10895,10796,10809,10803,1.0004,"35,574","64,208",,,57.44,10860.44,30,0,0.795,2020/06/17,10807,10810,1.1101,Y9999   加權指數,"165,308","100,834"
TX202006,台指 2020/06,2020/05/20,2020/06,10849,10898,10808,10853,10851,0.4443,"57,754","75,675",,,56.8,10907.8,29,0,0.795,2020/06/17,10852,10853,0.4351,Y9999   加權指數,"120,101","102,283"
TX202006,台指 2020/06,2020/05/21,2020/06,10903,11008,10894,10952,10953,0.94,"116,771","80,534",,,55.31,11008.31,28,0,0.795,2020/06/17,10952,10954,0.9172,Y9999   加權指數,"119,213","88,819"
TX202006,台指 2020/06,2020/05/22,2020/06,10928,10935,10723,10743,10744,-1.9082,"137,601","82,807",,,67.15,10811.15,27,0,0.795,2020/06/17,10743,10745,-1.8072,Y9999   加權指數,"140,066","92,368"
TX202006,台指 2020/06,2020/05/25,2020/06,10800,10840,10651,10817,10821,0.7167,"120,809","78,195",,,50.18,10871.18,24,0,0.795,2020/06/17,10817,10820,0.5537,Y9999   加權指數,"122,282","88,069"
TX202006,台指 2020/06,2020/05/26,2020/06,10896,11027,10891,10984,10984,1.5063,"106,978","82,589",,,13.21,10997.21,23,0,0.795,2020/06/17,10984,10985,1.1526,Y9999   加權指數,"108,272","92,731"
TX202006,台指 2020/06,2020/05/27,2020/06,10962,11037,10926,10972,10973,-0.1001,"103,162","79,890",,,41.66,11014.66,22,0,0.795,2020/06/17,10972,10975,0.1586,Y9999   加權指數,"105,259","90,533"
TX202006,台指 2020/06,2020/05/28,2020/06,11066,11077,10856,10907,10911,-0.565,"142,469","79,493",,,33.19,10944.19,21,0,0.795,2020/06/17,10907,10908,-0.6418,Y9999   加權指數,"144,950","90,517"
TX202006,台指 2020/06,2020/05/29,2020/06,10888,10950,10806,10922,10919,0.0733,"115,914","80,552",,,23.16,10942.16,20,0,0.795,2020/06/17,10918,10922,-0.0186,Y9999   加權指數,"117,556","92,088"
TX202006,台指 2020/06,2020/06/01,2020/06,10983,11103,10971,11057,11057,1.2639,"105,285","84,173",,,22.02,11079.02,17,0,0.795,2020/06/17,11057,11058,1.243,Y9999   加權指數,"107,905","97,298"
TX202006,台指 2020/06,2020/06/02,2020/06,11080,11140,11072,11106,11107,0.4522,"83,041","82,263",,,20.93,11127.93,16,0,0.795,2020/06/17,11106,11108,0.4405,Y9999   加權指數,"84,495","95,815"
TX202006,台指 2020/06,2020/06/03,2020/06,11250,11299,11206,11283,11283,1.5846,"109,433","84,902",,,37.16,11320.16,15,0,0.795,2020/06/17,11282,11283,1.7127,Y9999   加權指數,"110,991","99,134"
TX202006,台指 2020/06,2020/06/04,2020/06,11419,11425,11306,11357,11358,0.6647,"109,338","80,932",,,35.23,11393.23,14,0,0.795,2020/06/17,11357,11359,0.6434,Y9999   加權指數,"111,676","95,685"
TX202006,台指 2020/06,2020/06/05,2020/06,11399,11473,11377,11457,11457,0.8716,"85,304","84,404",,,22.4,11479.4,13,0,0.795,2020/06/17,11457,11459,0.7535,Y9999   加權指數,"87,195","99,790"
TX202006,台指 2020/06,2020/06/08,2020/06,11550,11626,11491,11570,11570,0.9863,"107,836","81,247",,,40.32,11610.32,10,0,0.795,2020/06/17,11570,11571,1.134,Y9999   加權指數,"110,793","98,232"
TX202006,台指 2020/06,2020/06/09,2020/06,11596,11622,11521,11609,11606,0.3111,"90,763","83,646",,,31.11,11637.11,9,0,0.795,2020/06/17,11607,11609,0.2305,Y9999   加權指數,"93,846","101,831"
TX202006,台指 2020/06,2020/06/10,2020/06,11634,11730,11596,11706,11704,0.8444,"95,474","84,424",,,16.16,11720.16,8,0,0.795,2020/06/17,11703,11706,0.7111,Y9999   加權指數,"99,245","102,790"
TX202006,台指 2020/06,2020/06/11,2020/06,11689,11738,11475,11491,11491,-1.8199,"144,385","83,836",,,44.77,11535.77,7,0,0.795,2020/06/17,11487,11493,-1.5858,Y9999   加權指數,"149,198","102,735"
TX202006,台指 2020/06,2020/06/12,2020/06,11331,11432,11250,11395,11391,-0.8702,"138,977","75,548",,,38.94,11429.94,6,0,0.795,2020/06/17,11394,11397,-0.9216,Y9999   加權指數,"153,086","102,877"
TX202006,台指 2020/06,2020/06/15,2020/06,11356,11446,11216,11229,11225,-1.4573,"162,092","49,266",,,81.26,11306.26,3,0,0.795,2020/06/17,11229,11230,-1.088,Y9999   加權指數,"202,646","102,646"
TX202007,台指 2020/07,2020/04/16,2020/07,10012,10060,10012,10060,10060,,7,4,,,315.48,10375.48,91,0,0.795,2020/07/15,10051,10070,-0.689,Y9999   加權指數,"118,818","85,143"
TX202007,台指 2020/07,2020/04/17,2020/07,10320,10410,10253,10327,10327,2.6541,28,24,,,270.04,10597.04,90,0,0.795,2020/07/15,10322,10331,2.1129,Y9999   加權指數,"161,273","85,089"
TX202007,台指 2020/07,2020/04/20,2020/07,10330,10330,10227,10240,10240,-0.8425,32,36,,,346.71,10586.71,87,0,0.795,2020/07/15,10238,10243,-0.0975,Y9999   加權指數,"96,625","87,046"
TX202007,台指 2020/07,2020/04/21,2020/07,10175,10175,9918,9958,9958,-2.7539,55,53,,,330.42,10288.42,86,0,0.795,2020/07/15,9956,9962,-2.858,Y9999   加權指數,"187,575","95,604"
TX202007,台指 2020/07,2020/04/22,2020/07,9845,9970,9845,9970,9970,0.1205,20,60,,,337.74,10307.74,85,0,0.795,2020/07/15,9979,9983,0.1876,Y9999   加權指數,"141,718","93,400"
TX202007,台指 2020/07,2020/04/23,2020/07,10050,10147,9919,10042,10042,0.7222,40,74,,,324.51,10366.51,84,0,0.795,2020/07/15,10046,10050,0.5685,Y9999   加權指數,"168,970","92,192"
TX202007,台指 2020/07,2020/04/24,2020/07,9989,10034,9975,10013,10013,-0.2888,24,79,,,334.36,10347.36,83,0,0.795,2020/07/15,10019,10024,-0.1849,Y9999   加權指數,"105,641","92,492"
TX202007,台指 2020/07,2020/04/27,2020/07,10125,10322,10125,10305,10305,2.9162,74,111,,,262.27,10567.27,80,0,0.795,2020/07/15,10302,10306,2.103,Y9999   加權指數,"124,439","96,620"
TX202007,台指 2020/07,2020/04/28,2020/07,10358,10360,10250,10343,10343,0.3688,78,141,,,273.06,10616.06,79,0,0.795,2020/07/15,10340,10344,0.4606,Y9999   加權指數,"111,507","95,770"
TX202007,台指 2020/07,2020/04/29,2020/07,10414,10527,10400,10482,10468,1.2085,62,169,,,304.22,10772.22,78,0,0.795,2020/07/15,10466,10470,1.4603,Y9999   加權指數,"116,130","97,567"
TX202007,台指 2020/07,2020/04/30,2020/07,10584,10725,10569,10704,10704,2.2545,153,298,,,288.14,10992.14,77,0,0.795,2020/07/15,10700,10704,2.021,Y9999   加權指數,"117,247","96,490"
TX202007,台指 2020/07,2020/05/04,2020/07,10305,10445,10250,10354,10354,-3.2698,205,444,,,366.48,10720.48,73,0,0.795,2020/07/15,10363,10367,-2.5025,Y9999   加權指數,"135,347","95,085"
TX202007,台指 2020/07,2020/05/05,2020/07,10452,10531,10420,10471,10471,1.13,433,866,,,303.61,10774.61,72,0,0.795,2020/07/15,10467,10472,0.5037,Y9999   加權指數,"113,019","95,439"
TX202007,台指 2020/07,2020/05/06,2020/07,10406,10505,10368,10478,10478,0.0669,161,"1,117",,,296.98,10774.98,71,0,0.795,2020/07/15,10488,10492,0.0034,Y9999   加權指數,"124,829","96,011"
TX202007,台指 2020/07,2020/05/07,2020/07,10490,10605,10470,10568,10568,0.8589,301,"1,375",,,274.92,10842.92,70,0,0.795,2020/07/15,10567,10571,0.6286,Y9999   加權指數,"119,234","98,378"
TX202007,台指 2020/07,2020/05/08,2020/07,10629,10685,10594,10625,10625,0.5394,107,"1,451",,,276.42,10901.42,69,0,0.795,2020/07/15,10629,10632,0.5381,Y9999   加權指數,"108,012","98,659"
TX202007,台指 2020/07,2020/05/11,2020/07,10717,10775,10678,10720,10720,0.8941,200,"1,554",,,293.26,11013.26,66,0,0.795,2020/07/15,10720,10725,1.0207,Y9999   加權指數,"96,408","100,073"
TX202007,台指 2020/07,2020/05/12,2020/07,10656,10671,10555,10615,10615,-0.9795,211,"1,743",,,264.47,10879.47,65,0,0.795,2020/07/15,10611,10614,-1.2222,Y9999   加權指數,"119,994","100,398"
TX202007,台指 2020/07,2020/05/13,2020/07,10551,10671,10548,10655,10655,0.3768,148,"1,867",,,283.27,10938.27,64,0,0.795,2020/07/15,10662,10665,0.539,Y9999   加權指數,"106,752","101,526"
TX202007,台指 2020/07,2020/05/14,2020/07,10576,10625,10495,10502,10502,-1.4359,238,"2,034",,,278.88,10780.88,63,0,0.795,2020/07/15,10501,10502,-1.4493,Y9999   加權指數,"134,755","103,241"
TX202007,台指 2020/07,2020/05/15,2020/07,10580,10613,10475,10582,10581,0.7522,310,"2,092",,,233.92,10814.92,62,0,0.795,2020/07/15,10578,10583,0.3152,Y9999   加權指數,"149,333","101,723"
TX202007,台指 2020/07,2020/05/18,2020/07,10564,10585,10495,10531,10531,-0.4725,415,"2,382",,,209.55,10740.55,59,0,0.795,2020/07/15,10532,10539,-0.69,Y9999   加權指數,"166,060","104,820"
TX202007,台指 2020/07,2020/05/19,2020/07,10705,10731,10638,10650,10647,1.1015,945,"3,096",,,213.44,10860.44,58,0,0.795,2020/07/15,10648,10653,1.1101,Y9999   加權指數,"165,308","100,834"
TX202007,台指 2020/07,2020/05/20,2020/07,10684,10738,10658,10698,10698,0.479,354,"3,264",,,209.8,10907.8,57,0,0.795,2020/07/15,10696,10698,0.4351,Y9999   加權指數,"120,101","102,283"
TX202007,台指 2020/07,2020/05/21,2020/07,10749,10845,10736,10803,10802,0.9721,"1,974","4,709",,,206.31,11008.31,56,0,0.795,2020/07/15,10796,10801,0.9172,Y9999   加權指數,"119,213","88,819"
TX202007,台指 2020/07,2020/05/22,2020/07,10774,10775,10566,10586,10585,-2.0089,"2,153","5,869",,,226.15,10811.15,55,0,0.795,2020/07/15,10584,10588,-1.8072,Y9999   加權指數,"140,066","92,368"
TX202007,台指 2020/07,2020/05/25,2020/07,10643,10679,10495,10660,10663,0.7369,"1,274","6,161",,,208.18,10871.18,52,0,0.795,2020/07/15,10657,10662,0.5537,Y9999   加權指數,"122,282","88,069"
