代號,名稱,日期,到期月,開盤價,最高價,最低價,收盤價,每日結算價,報酬率,成交張數(量),未平倉合約數,期貨理論價,理論價差比,基差,標的證券價格,剩餘天數,年股利率-估,無風險利率,最後交易日,最後揭示買價,最後揭示賣價,標的證券ROI%,標的證券,成交量(合計),未沖銷契約數(合計)
TX202001,台指 2020/01,2019/12/18,2020/01,12063,12098,12052,12094,12096,0.0414,"47,453","80,520",,,26.45,12122.45,29,0,1.045,2020/01/15,12094,12096,0.2101,Y9999   加權指數,"102,944","117,044"
TX202001,台指 2020/01,2019/12/19,2020/01,12110,12115,12015,12030,12031,-0.5374,"92,209","85,170",,,-12.1,12018.9,28,0,1.045,2020/01/15,12030,12032,-0.8579,Y9999   加權指數,"93,505","90,138"
TX202001,台指 2020/01,2019/12/20,2020/01,12063,12063,11951,11979,11979,-0.4322,"126,757","84,059",,,-19.92,11959.08,27,0,1.045,2020/01/15,11977,11979,-0.499,Y9999   加權指數,"128,666","89,496"
TX202001,台指 2020/01,2019/12/23,2020/01,12000,12028,11972,12020,12020,0.3423,"75,298","84,007",,,2.23,12022.23,24,0,1.045,2020/01/15,12019,12021,0.5267,Y9999   加權指數,"76,307","89,566"
TX202001,台指 2020/01,2019/12/24,2020/01,12030,12044,11982,11983,11983,-0.3078,"55,384","83,808",,,-6.62,11976.38,23,0,1.045,2020/01/15,11982,11984,-0.3821,Y9999   加權指數,"56,091","89,462"
TX202001,台指 2020/01,2019/12/25,2020/01,11989,12027,11976,12020,12019,0.3004,"41,599","84,522",,,-10.87,12008.13,22,0,1.045,2020/01/15,12019,12021,0.2648,Y9999   加權指數,"42,200","89,755"
TX202001,台指 2020/01,2019/12/26,2020/01,12029,12042,11986,12009,12007,-0.0998,"52,249","85,853",,,-5.99,12001.01,21,0,1.045,2020/01/15,12008,12009,-0.0593,Y9999   加權指數,"53,065","91,299"
TX202001,台指 2020/01,2019/12/27,2020/01,12038,12112,12037,12097,12097,0.7496,"74,454","88,703",,,-5.41,12091.59,20,0,1.045,2020/01/15,12097,12098,0.7519,Y9999   加權指數,"75,947","94,452"
TX202001,台指 2020/01,2019/12/30,2020/01,12091,12125,12065,12069,12069,-0.2315,"66,062","88,167",,,-15.63,12053.37,17,0,1.045,2020/01/15,12069,12070,-0.3166,Y9999   加權指數,"67,330","94,174"
TX202001,台指 2020/01,2019/12/31,2020/01,12029,12049,11992,11995,11994,-0.6214,"74,341","89,098",,,3.14,11997.14,16,0,1.045,2020/01/15,11995,11996,-0.4676,Y9999   加權指數,"75,468","95,440"
TX202001,台指 2020/01,2020/01/02,2020/01,12044,12120,12023,12102,12101,0.8921,"100,401","87,608",,,-0.52,12100.48,14,0,1.045,2020/01/15,12101,12102,0.8577,Y9999   加權指數,"102,507","94,426"
TX202001,台指 2020/01,2020/01/03,2020/01,12180,12198,11996,12086,12087,-0.1157,"172,660","85,123",,,23.43,12110.43,13,0,1.045,2020/01/15,12086,12088,0.0822,Y9999   加權指數,"176,842","92,675"
TX202001,台指 2020/01,2020/01/06,2020/01,12017,12034,11948,11950,11949,-1.1417,"118,380","86,049",,,4.36,11953.36,10,0,1.045,2020/01/15,11950,11951,-1.3055,Y9999   加權指數,"120,896","94,189"
TX202001,台指 2020/01,2020/01/07,2020/01,11995,12009,11816,11871,11871,-0.6528,"157,264","82,993",,,9.32,11880.32,9,0,1.045,2020/01/15,11871,11872,-0.6129,Y9999   加權指數,"161,961","92,192"
TX202001,台指 2020/01,2020/01/08,2020/01,11728,11892,11697,11788,11788,-0.6992,"158,971","81,175",,,29.1,11817.1,8,0,1.045,2020/01/15,11787,11788,-0.5336,Y9999   加權指數,"164,562","92,445"
TX202001,台指 2020/01,2020/01/09,2020/01,11919,11998,11883,11968,11969,1.5355,"115,014","80,949",,,1.63,11970.63,7,0,1.045,2020/01/15,11968,11970,1.2909,Y9999   加權指數,"123,448","96,775"
TX202001,台指 2020/01,2020/01/10,2020/01,12005,12042,11953,12010,12011,0.3509,"114,171","72,684",,,13.65,12024.65,6,0,1.045,2020/01/15,12010,12011,0.4503,Y9999   加權指數,"133,104","101,559"
TX202001,台指 2020/01,2020/01/13,2020/01,12085,12121,12044,12117,12116,0.8742,"142,642","58,810",,,-2.58,12113.42,3,0,1.045,2020/01/15,12117,12118,0.7355,Y9999   加權指數,"183,946","108,823"
TX202001,台指 2020/01,2020/01/14,2020/01,12176,12199,12148,12181,12181,0.5365,"104,397","39,121",,,-1.19,12179.81,2,0,1.045,2020/01/15,12181,12183,0.5466,Y9999   加權指數,"142,717","106,143"
TX202001,台指 2020/01,2020/01/15,2020/01,12159,12175,12058,12063,12063,-0.9687,"89,882","25,911",,,28.88,12091.88,1,0,1.045,2020/01/15,12062,12063,-0.7246,Y9999   加權指數,"155,807","107,995"
TX202002,台指 2020/02,2019/12/18,2020/02,12043,12082,12037,12078,12077,0.0331,349,932,,,45.45,12122.45,64,0,1.045,2020/02/19,12077,12081,0.2101,Y9999   加權指數,"102,944","117,044"
TX202002,台指 2020/02,2019/12/19,2020/02,12090,12097,12003,12018,12017,-0.4968,947,"1,229",,,1.9,12018.9,63,0,1.045,2020/02/19,12015,12018,-0.8579,Y9999   加權指數,"93,505","90,138"
TX202002,台指 2020/02,2019/12/20,2020/02,12053,12053,11941,11967,11966,-0.4244,"1,538","1,580",,,-6.92,11959.08,62,0,1.045,2020/02/19,11963,11966,-0.499,Y9999   加權指數,"128,666","89,496"
TX202002,台指 2020/02,2019/12/23,2020/02,11991,12013,11959,12007,12006,0.3343,891,"1,698",,,16.23,12022.23,59,0,1.045,2020/02/19,12006,12008,0.5267,Y9999   加權指數,"76,307","89,566"
TX202002,台指 2020/02,2019/12/24,2020/02,12020,12029,11971,11973,11973,-0.2749,606,"1,751",,,3.38,11976.38,58,0,1.045,2020/02/19,11970,11973,-0.3821,Y9999   加權指數,"56,091","89,462"
TX202002,台指 2020/02,2019/12/25,2020/02,11976,12013,11967,12007,12006,0.2756,533,"1,553",,,2.13,12008.13,57,0,1.045,2020/02/19,12006,12008,0.2648,Y9999   加權指數,"42,200","89,755"
TX202002,台指 2020/02,2019/12/26,2020/02,12019,12026,11974,11995,11995,-0.0916,654,"1,693",,,6.01,12001.01,56,0,1.045,2020/02/19,11995,11997,-0.0593,Y9999   加權指數,"53,065","91,299"
TX202002,台指 2020/02,2019/12/27,2020/02,12022,12098,12022,12085,12085,0.7503,"1,200","1,962",,,6.59,12091.59,55,0,1.045,2020/02/19,12083,12086,0.7519,Y9999   加權指數,"75,947","94,452"
TX202002,台指 2020/02,2019/12/30,2020/02,12074,12111,12056,12059,12058,-0.2234,"1,056","2,156",,,-4.63,12053.37,52,0,1.045,2020/02/19,12057,12059,-0.3166,Y9999   加權指數,"67,330","94,174"
TX202002,台指 2020/02,2019/12/31,2020/02,12017,12036,11982,11985,11984,-0.6137,898,"2,385",,,13.14,11997.14,51,0,1.045,2020/02/19,11983,11986,-0.4676,Y9999   加權指數,"75,468","95,440"
TX202002,台指 2020/02,2020/01/02,2020/02,12038,12107,12013,12092,12091,0.8929,"1,756","2,806",,,9.48,12100.48,49,0,1.045,2020/02/19,12089,12091,0.8577,Y9999   加權指數,"102,507","94,426"
TX202002,台指 2020/02,2020/01/03,2020/02,12170,12183,11986,12075,12075,-0.1323,"3,483","3,391",,,35.43,12110.43,48,0,1.045,2020/02/19,12073,12076,0.0822,Y9999   加權指數,"176,842","92,675"
TX202002,台指 2020/02,2020/01/06,2020/02,12015,12022,11937,11937,11938,-1.1346,"2,095","3,796",,,15.36,11953.36,45,0,1.045,2020/02/19,11938,11940,-1.3055,Y9999   加權指數,"120,896","94,189"
TX202002,台指 2020/02,2020/01/07,2020/02,11985,11997,11807,11860,11860,-0.6534,"4,022","4,745",,,20.32,11880.32,44,0,1.045,2020/02/19,11859,11861,-0.6129,Y9999   加權指數,"161,961","92,192"
TX202002,台指 2020/02,2020/01/08,2020/02,11719,11875,11688,11773,11773,-0.7336,"4,845","6,671",,,44.1,11817.1,43,0,1.045,2020/02/19,11773,11774,-0.5336,Y9999   加權指數,"164,562","92,445"
TX202002,台指 2020/02,2020/01/09,2020/02,11900,11980,11869,11958,11956,1.5544,"7,530","10,884",,,14.63,11970.63,42,0,1.045,2020/02/19,11955,11958,1.2909,Y9999   加權指數,"123,448","96,775"
TX202002,台指 2020/02,2020/01/10,2020/02,11988,12027,11939,11997,11997,0.3429,"18,562","23,938",,,27.65,12024.65,41,0,1.045,2020/02/19,11996,11997,0.4503,Y9999   加權指數,"133,104","101,559"
TX202002,台指 2020/02,2020/01/13,2020/02,12056,12102,12030,12096,12096,0.8252,"40,612","44,981",,,17.42,12113.42,38,0,1.045,2020/02/19,12095,12097,0.7355,Y9999   加權指數,"183,946","108,823"
TX202002,台指 2020/02,2020/01/14,2020/02,12156,12171,12122,12155,12155,0.4878,"37,503","61,784",,,24.81,12179.81,37,0,1.045,2020/02/19,12155,12157,0.5466,Y9999   加權指數,"142,717","106,143"
TX202002,台指 2020/02,2020/01/15,2020/02,12139,12148,12042,12056,12054,-0.8309,"65,151","76,515",,,37.88,12091.88,36,0,1.045,2020/02/19,12055,12057,-0.7246,Y9999   加權指數,"155,807","107,995"
TX202002,台指 2020/02,2020/01/16,2020/02,12040,12078,11990,12056,12052,-0.0166,"106,272","78,587",,,14.93,12066.93,35,0,1.045,2020/02/19,12055,12056,-0.2065,Y9999   加權指數,"107,992","84,613"
TX202002,台指 2020/02,2020/01/17,2020/02,12103,12118,12029,12072,12071,0.1577,"101,199","77,466",,,19.29,12090.29,34,0,1.045,2020/02/19,12072,12073,0.1934,Y9999   加權指數,"102,446","83,785"
TX202002,台指 2020/02,2020/01/20,2020/02,12119,12160,12097,12111,12111,0.3314,"77,557","77,182",,,7.71,12118.71,31,0,1.045,2020/02/19,12110,12111,0.2348,Y9999   加權指數,"78,769","83,748"
TX202002,台指 2020/02,2020/01/30,2020/02,11770,11798,11366,11370,11372,-6.1019,"248,664","86,323",,,49.74,11421.74,21,0,1.045,2020/02/19,11368,11369,-5.9232,Y9999   加權指數,"253,630","93,726"
TX202002,台指 2020/02,2020/01/31,2020/02,11460,11567,11407,11468,11469,0.853,"154,361","84,049",,,26.1,11495.1,20,0,1.045,2020/02/19,11467,11468,0.6402,Y9999   加權指數,"157,359","92,043"
TX202002,台指 2020/02,2020/02/03,2020/02,11285,11370,11152,11325,11324,-1.2643,"206,381","84,916",,,30.92,11354.92,17,0,1.045,2020/02/19,11323,11324,-1.227,Y9999   加權指數,"209,764","93,820"
TX202002,台指 2020/02,2020/02/04,2020/02,11373,11557,11362,11534,11534,1.8545,"145,462","81,907",,,21.92,11555.92,16,0,1.045,2020/02/19,11532,11534,1.7547,Y9999   加權指數,"148,143","91,138"
TX202002,台指 2020/02,2020/02/05,2020/02,11603,11620,11474,11542,11542,0.0694,"155,144","80,299",,,31.62,11573.62,15,0,1.045,2020/02/19,11541,11542,0.1531,Y9999   加權指數,"157,901","90,119"
TX202002,台指 2020/02,2020/02/06,2020/02,11651,11744,11628,11741,11739,1.7068,"122,911","81,655",,,10.68,11749.68,14,0,1.045,2020/02/19,11740,11741,1.5098,Y9999   加權指數,"125,595","92,059"
TX202002,台指 2020/02,2020/02/07,2020/02,11660,11666,11566,11592,11589,-1.2778,"125,747","76,980",,,23.81,11612.81,13,0,1.045,2020/02/19,11592,11593,-1.1717,Y9999   加權指數,"128,297","88,080"
TX202002,台指 2020/02,2020/02/10,2020/02,11455,11598,11402,11564,11565,-0.2071,"147,183","77,151",,,9.07,11574.07,10,0,1.045,2020/02/19,11564,11565,-0.3342,Y9999   加權指數,"151,352","89,611"
TX202002,台指 2020/02,2020/02/11,2020/02,11625,11689,11613,11666,11664,0.856,"92,406","75,559",,,0.04,11664.04,9,0,1.045,2020/02/19,11665,11666,0.7743,Y9999   加權指數,"95,513","88,994"
TX202002,台指 2020/02,2020/02/12,2020/02,11663,11797,11647,11771,11770,0.9088,"105,501","79,401",,,4.19,11774.19,8,0,1.045,2020/02/19,11771,11772,0.9399,Y9999   加權指數,"109,782","93,628"
TX202002,台指 2020/02,2020/02/13,2020/02,11798,11837,11762,11774,11775,0.0425,"110,031","77,110",,,16.78,11791.78,7,0,1.045,2020/02/19,11774,11775,0.1493,Y9999   加權指數,"116,395","94,454"
TX202002,台指 2020/02,2020/02/14,2020/02,11757,11852,11755,11812,11810,0.2972,"102,988","72,508",,,5.7,11815.7,6,0,1.045,2020/02/19,11811,11812,0.2026,Y9999   加權指數,"114,380","96,814"
TX202002,台指 2020/02,2020/02/17,2020/02,11710,11792,11702,11770,11769,-0.3472,"109,882","56,156",,,-5.49,11763.51,3,0,1.045,2020/02/19,11770,11771,-0.4427,Y9999   加權指數,"140,064","102,189"
TX202002,台指 2020/02,2020/02/18,2020/02,11715,11719,11627,11640,11640,-1.0961,"154,544","38,880",,,8.98,11648.98,2,0,1.045,2020/02/19,11640,11642,-0.9784,Y9999   加權指數,"201,517","107,979"
TX202002,台指 2020/02,2020/02/19,2020/02,11678,11805,11637,11760,11760,1.0309,"83,637","26,809",,,-1.16,11758.84,1,0,1.045,2020/02/19,11759,11760,0.9387,Y9999   加權指數,"154,757","104,603"
TX202004,台指 2020/04,2020/01/16,2020/04,12006,12031,11965,12004,12004,,242,164,,,62.93,12066.93,91,0,1.045,2020/04/15,12009,12011,-0.2065,Y9999   加權指數,"107,992","84,613"
TX202004,台指 2020/04,2020/01/17,2020/04,12053,12065,11986,12023,12023,0.1583,82,207,,,67.29,12090.29,90,0,1.045,2020/04/15,12022,12026,0.1934,Y9999   加權指數,"102,446","83,785"
TX202004,台指 2020/04,2020/01/20,2020/04,12075,12103,12050,12066,12066,0.3576,52,223,,,52.71,12118.71,87,0,1.045,2020/04/15,12059,12065,0.2348,Y9999   加權指數,"78,769","83,748"
TX202004,台指 2020/04,2020/01/30,2020/04,11750,11750,11323,11323,11323,-6.1578,220,306,,,98.74,11421.74,77,0,1.045,2020/04/15,11321,11325,-5.9232,Y9999   加權指數,"253,630","93,726"
TX202004,台指 2020/04,2020/01/31,2020/04,11410,11515,11371,11421,11421,0.8655,163,417,,,74.1,11495.1,76,0,1.045,2020/04/15,11416,11419,0.6402,Y9999   加權指數,"157,359","92,043"
TX202004,台指 2020/04,2020/02/03,2020/04,11237,11315,11111,11278,11277,-1.2608,236,497,,,77.92,11354.92,73,0,1.045,2020/04/15,11274,11277,-1.227,Y9999   加權指數,"209,764","93,820"
TX202004,台指 2020/04,2020/02/04,2020/04,11326,11505,11315,11480,11480,1.8001,179,560,,,75.92,11555.92,72,0,1.045,2020/04/15,11480,11485,1.7547,Y9999   加權指數,"148,143","91,138"
TX202004,台指 2020/04,2020/02/05,2020/04,11559,11560,11428,11492,11492,0.1045,186,636,,,81.62,11573.62,71,0,1.045,2020/04/15,11488,11492,0.1531,Y9999   加權指數,"157,901","90,119"
TX202004,台指 2020/04,2020/02/06,2020/04,11601,11690,11580,11685,11685,1.6794,201,762,,,64.68,11749.68,70,0,1.045,2020/04/15,11689,11691,1.5098,Y9999   加權指數,"125,595","92,059"
TX202004,台指 2020/04,2020/02/07,2020/04,11614,11614,11520,11540,11540,-1.2409,140,825,,,72.81,11612.81,69,0,1.045,2020/04/15,11543,11545,-1.1717,Y9999   加權指數,"128,297","88,080"
TX202004,台指 2020/04,2020/02/10,2020/04,11411,11547,11358,11513,11513,-0.234,208,920,,,61.07,11574.07,66,0,1.045,2020/04/15,11513,11517,-0.3342,Y9999   加權指數,"151,352","89,611"
TX202004,台指 2020/04,2020/02/11,2020/04,11574,11633,11566,11615,11615,0.886,212,983,,,49.04,11664.04,65,0,1.045,2020/04/15,11612,11615,0.7743,Y9999   加權指數,"95,513","88,994"
TX202004,台指 2020/04,2020/02/12,2020/04,11609,11738,11600,11704,11714,0.8523,270,"1,138",,,60.19,11774.19,64,0,1.045,2020/04/15,11713,11716,0.9399,Y9999   加權指數,"109,782","93,628"
TX202004,台指 2020/04,2020/02/13,2020/04,11753,11780,11711,11718,11718,0.0341,212,"1,159",,,73.78,11791.78,63,0,1.045,2020/04/15,11719,11722,0.1493,Y9999   加權指數,"116,395","94,454"
TX202004,台指 2020/04,2020/02/14,2020/04,11711,11792,11705,11755,11755,0.3158,180,"1,273",,,60.7,11815.7,62,0,1.045,2020/04/15,11754,11757,0.2026,Y9999   加權指數,"114,380","96,814"
TX202004,台指 2020/04,2020/02/17,2020/04,11653,11735,11650,11714,11714,-0.3488,194,"1,351",,,49.51,11763.51,59,0,1.045,2020/04/15,11715,11718,-0.4427,Y9999   加權指數,"140,064","102,189"
TX202004,台指 2020/04,2020/02/18,2020/04,11666,11666,11578,11598,11597,-0.9988,455,"1,403",,,51.98,11648.98,58,0,1.045,2020/04/15,11594,11599,-0.9784,Y9999   加權指數,"201,517","107,979"
TX202004,台指 2020/04,2020/02/19,2020/04,11628,11753,11590,11730,11729,1.1382,743,"1,816",,,29.84,11758.84,57,0,1.045,2020/04/15,11730,11732,0.9387,Y9999   加權指數,"154,757","104,603"
TX202004,台指 2020/04,2020/02/20,2020/04,11786,11797,11650,11684,11682,-0.4007,"1,288","2,136",,,43.09,11725.09,56,0,1.045,2020/04/15,11684,11685,-0.2874,Y9999   加權指數,"138,845","79,636"
TX202004,台指 2020/04,2020/02/21,2020/04,11633,11733,11606,11634,11633,-0.4194,"1,248","2,244",,,53.35,11686.35,55,0,1.045,2020/04/15,11632,11635,-0.3309,Y9999   加權指數,"141,002","80,362"
TX202004,台指 2020/04,2020/02/24,2020/04,11491,11555,11447,11478,11481,-1.3066,"1,651","2,318",,,53.87,11534.87,52,0,1.045,2020/04/15,11476,11480,-1.3047,Y9999   加權指數,"138,300","84,621"
TX202004,台指 2020/04,2020/02/25,2020/04,11364,11528,11358,11510,11509,0.2439,"1,706","2,504",,,31.23,11540.23,51,0,1.045,2020/04/15,11508,11511,0.0465,Y9999   加權指數,"151,019","86,881"
TX202004,台指 2020/04,2020/02/26,2020/04,11356,11449,11338,11389,11390,-1.034,"1,751","2,832",,,43.62,11433.62,50,0,1.045,2020/04/15,11389,11391,-0.9281,Y9999   加權指數,"165,242","87,051"
TX202004,台指 2020/04,2020/02/27,2020/04,11371,11413,11210,11244,11246,-1.2643,"2,045","3,024",,,46.17,11292.17,49,0,1.045,2020/04/15,11242,11246,-1.2449,Y9999   加權指數,"171,589","89,145"
TX202004,台指 2020/04,2020/03/02,2020/04,11011,11245,10979,11146,11147,-0.8803,"2,907","3,479",,,23.46,11170.46,45,0,1.045,2020/04/15,11143,11146,-1.0837,Y9999   加權指數,"207,569","93,632"
TX202004,台指 2020/04,2020/03/03,2020/04,11280,11341,11248,11292,11288,1.2649,"2,143","3,796",,,39.72,11327.72,44,0,1.045,2020/04/15,11290,11292,1.398,Y9999   加權指數,"168,186","89,976"
TX202004,台指 2020/04,2020/03/04,2020/04,11302,11335,11236,11332,11324,0.3189,"1,557","4,321",,,68.35,11392.35,43,0,1.045,2020/04/15,11329,11332,0.5689,Y9999   加權指數,"144,674","92,234"
TX202004,台指 2020/04,2020/03/05,2020/04,11414,11466,11399,11458,11456,1.1657,"2,230","5,543",,,58.82,11514.82,42,0,1.045,2020/04/15,11455,11459,1.0693,Y9999   加權指數,"115,589","98,911"
TX202004,台指 2020/04,2020/03/06,2020/04,11371,11382,11227,11235,11232,-1.9553,"4,044","7,460",,,89.81,11321.81,41,0,1.045,2020/04/15,11232,11235,-1.6904,Y9999   加權指數,"159,376","99,103"
TX202004,台指 2020/04,2020/03/09,2020/04,10945,11068,10880,10912,10910,-2.8668,"5,163","9,762",,,67.64,10977.64,38,0,1.045,2020/04/15,10908,10912,-3.087,Y9999   加權指數,"219,147","101,098"
TX202004,台指 2020/04,2020/03/10,2020/04,10797,10947,10735,10936,10934,0.22,"7,747","13,638",,,69.54,11003.54,37,0,1.045,2020/04/15,10934,10937,0.2357,Y9999   加權指數,"217,748","102,593"
TX202004,台指 2020/04,2020/03/11,2020/04,10938,10980,10758,10772,10773,-1.4725,"6,342","15,325",,,120.75,10893.75,36,0,1.045,2020/04/15,10768,10771,-1.0028,Y9999   加權指數,"190,960","105,218"
TX202004,台指 2020/04,2020/03/12,2020/04,10696,10712,10100,10302,10298,-4.4092,"11,985","17,399",,,124.32,10422.32,35,0,1.045,2020/04/15,10302,10305,-4.424,Y9999   加權指數,"345,479","115,205"
TX202004,台指 2020/04,2020/03/13,2020/04,9652,10071,9388,9944,9953,-3.3502,"19,756","26,691",,,175.87,10128.87,34,0,1.045,2020/04/15,9940,9945,-2.856,Y9999   加權指數,"370,673","128,623"
TX202004,台指 2020/04,2020/03/16,2020/04,9848,9975,9520,9556,9563,-3.9184,"42,708","52,555",,,154.77,9717.77,31,0,1.045,2020/04/15,9550,9554,-4.1434,Y9999   加權指數,"304,099","130,457"
TX202004,台指 2020/04,2020/03/17,2020/04,9200,9557,9156,9190,9205,-3.7436,"66,897","75,028",,,234.63,9439.63,30,0,1.045,2020/04/15,9186,9198,-2.9039,Y9999   加權指數,"325,896","135,236"
TX202004,台指 2020/04,2020/03/18,2020/04,9250,9309,8914,8919,8919,-3.107,"127,004","93,069",,,299.67,9218.67,29,0,1.045,2020/04/15,8919,8920,-2.3686,Y9999   加權指數,"240,281","140,821"
TX202004,台指 2020/04,2020/03/19,2020/04,8820,8872,8268,8353,8356,-6.3124,"307,231","104,495",,,325.34,8681.34,28,0,1.045,2020/04/15,8352,8353,-6.0055,Y9999   加權指數,"310,611","112,399"
TX202004,台指 2020/04,2020/03/20,2020/04,8562,9166,8544,9013,9041,8.1977,"266,159","97,916",,,193.09,9234.09,27,0,1.045,2020/04/15,9006,9011,6.1726,Y9999   加權指數,"268,236","106,305"
TX202004,台指 2020/04,2020/03/23,2020/04,8609,8868,8555,8688,8665,-4.1588,"180,341","102,203",,,225.03,8890.03,24,0,0.795,2020/04/15,8687,8689,-3.7972,Y9999   加權指數,"182,593","111,509"
TX202004,台指 2020/04,2020/03/24,2020/04,8998,9295,8986,9193,9193,6.0935,"179,105","93,814",,,92.62,9285.62,23,0,0.795,2020/04/15,9190,9191,4.3537,Y9999   加權指數,"181,268","104,155"
TX202004,台指 2020/04,2020/03/25,2020/04,9410,9624,9370,9583,9585,4.2641,"209,717","84,344",,,59.75,9644.75,22,0,0.795,2020/04/15,9583,9585,3.7947,Y9999   加權指數,"213,672","95,545"
TX202004,台指 2020/04,2020/03/26,2020/04,9679,9690,9426,9638,9631,0.4799,"190,488","81,036",,,105.36,9736.36,21,0,0.795,2020/04/15,9638,9640,0.9454,Y9999   加權指數,"193,785","93,424"
TX202004,台指 2020/04,2020/03/27,2020/04,9899,9910,9548,9583,9579,-0.5399,"187,676","80,664",,,119.92,9698.92,20,0,0.795,2020/04/15,9583,9584,-0.3853,Y9999   加權指數,"189,359","93,769"
TX202004,台指 2020/04,2020/03/30,2020/04,9376,9576,9266,9576,9566,-0.1357,"164,970","82,356",,,63.43,9629.43,17,0,0.795,2020/04/15,9571,9576,-0.7191,Y9999   加權指數,"166,610","96,194"
TX202004,台指 2020/04,2020/03/31,2020/04,9666,9717,9495,9596,9595,0.3032,"142,747","83,397",,,113.06,9708.06,16,0,0.795,2020/04/15,9593,9596,0.8132,Y9999   加權指數,"144,147","97,720"
TX202004,台指 2020/04,2020/04/01,2020/04,9588,9650,9551,9552,9555,-0.4169,"116,273","83,725",,,108.63,9663.63,15,0,0.795,2020/04/15,9551,9552,-0.4587,Y9999   加權指數,"117,698","97,647"
TX202004,台指 2020/04,2020/04/06,2020/04,9741,9860,9582,9826,9823,2.8048,"146,380","82,196",,,-4.26,9818.74,10,0,0.795,2020/04/15,9825,9826,1.5923,Y9999   加權指數,"148,903","97,423"
TX202004,台指 2020/04,2020/04/07,2020/04,9955,10020,9878,9997,9998,1.7815,"137,022","81,049",,,-1.61,9996.39,9,0,0.795,2020/04/15,9996,9998,1.7931,Y9999   加權指數,"139,841","97,083"
TX202004,台指 2020/04,2020/04/08,2020/04,9950,10135,9945,10127,10122,1.2402,"130,314","80,878",,,15.47,10137.47,8,0,0.795,2020/04/15,10126,10128,1.4014,Y9999   加權指數,"136,193","100,308"
TX202004,台指 2020/04,2020/04/09,2020/04,10131,10197,10028,10101,10100,-0.2173,"135,819","80,629",,,19.43,10119.43,7,0,0.795,2020/04/15,10099,10101,-0.1781,Y9999   加權指數,"142,885","105,058"
TX202004,台指 2020/04,2020/04/10,2020/04,10038,10140,10030,10133,10133,0.3267,"74,244","79,143",,,24.61,10157.61,6,0,0.795,2020/04/15,10132,10134,0.3766,Y9999   加權指數,"79,736","107,666"
TX202004,台指 2020/04,2020/04/13,2020/04,10084,10149,10031,10073,10079,-0.5329,"124,231","57,207",,,20.22,10099.22,3,0,0.795,2020/04/15,10073,10076,-0.5765,Y9999   加權指數,"157,766","105,566"
TX202004,台指 2020/04,2020/04/14,2020/04,10160,10355,10125,10346,10343,2.6193,"133,841","35,194",,,-10.06,10332.94,2,0,0.795,2020/04/15,10344,10346,2.2879,Y9999   加權指數,"181,235","106,892"
TX202004,台指 2020/04,2020/04/15,2020/04,10347,10463,10330,10450,10451,1.0442,"67,002","23,758",,,-3.79,10447.21,1,0,0.795,2020/04/15,10450,10451,1.0998,Y9999   加權指數,"121,760","102,944"
TX202003,台指 2020/03,2019/12/18,2020/03,12024,12060,12015,12060,12060,0.0332,87,"2,281",,,62.45,12122.45,92,0,1.045,2020/03/18,12056,12060,0.2101,Y9999   加權指數,"102,944","117,044"
TX202003,台指 2020/03,2019/12/19,2020/03,12070,12070,11989,12002,12002,-0.4809,139,"2,383",,,16.9,12018.9,91,0,1.045,2020/03/18,11997,12000,-0.8579,Y9999   加權指數,"93,505","90,138"
TX202003,台指 2020/03,2019/12/20,2020/03,12015,12015,11925,11950,11950,-0.4333,223,"2,442",,,9.08,11959.08,90,0,1.045,2020/03/18,11945,11949,-0.499,Y9999   加權指數,"128,666","89,496"
TX202003,台指 2020/03,2019/12/23,2020/03,11966,11987,11948,11984,11984,0.2845,46,"2,438",,,38.23,12022.23,87,0,1.045,2020/03/18,11988,11991,0.5267,Y9999   加權指數,"76,307","89,566"
TX202003,台指 2020/03,2019/12/24,2020/03,12010,12010,11955,11956,11956,-0.2336,37,"2,452",,,20.38,11976.38,86,0,1.045,2020/03/18,11953,11956,-0.3821,Y9999   加權指數,"56,091","89,462"
TX202003,台指 2020/03,2019/12/25,2020/03,11962,11996,11958,11990,11990,0.2844,32,"2,255",,,18.13,12008.13,85,0,1.045,2020/03/18,11989,11993,0.2648,Y9999   加權指數,"42,200","89,755"
TX202003,台指 2020/03,2019/12/26,2020/03,12000,12010,11963,11976,11976,-0.1168,118,"2,315",,,25.01,12001.01,84,0,1.045,2020/03/18,11978,11981,-0.0593,Y9999   加權指數,"53,065","91,299"
TX202003,台指 2020/03,2019/12/27,2020/03,12014,12080,12014,12067,12067,0.7599,153,"2,326",,,24.59,12091.59,83,0,1.045,2020/03/18,12065,12069,0.7519,Y9999   加權指數,"75,947","94,452"
TX202003,台指 2020/03,2019/12/30,2020/03,12058,12092,12038,12041,12041,-0.2155,120,"2,363",,,12.37,12053.37,80,0,1.045,2020/03/18,12039,12042,-0.3166,Y9999   加權指數,"67,330","94,174"
TX202003,台指 2020/03,2019/12/31,2020/03,12006,12017,11965,11966,11966,-0.6229,131,"2,439",,,31.14,11997.14,79,0,1.045,2020/03/18,11966,11969,-0.4676,Y9999   加權指數,"75,468","95,440"
TX202003,台指 2020/03,2020/01/02,2020/03,12014,12088,11998,12070,12070,0.8691,172,"2,441",,,30.48,12100.48,77,0,1.045,2020/03/18,12071,12074,0.8577,Y9999   加權指數,"102,507","94,426"
